Unnamed: 0,Area,Item,Year,hg/ha_yield,Avg_rain,pesticides_tonnes,avg_temp,country_no
14290,India,RicePaddy,2012,36909,1083,52980.0,26.89,42
14291,India,RicePaddy,2012,36909,1083,52980.0,26.09,42
14292,India,Sorghum,2012,9568,1083,52980.0,25.86,42
14293,India,Sorghum,2012,9568,1083,52980.0,27.03,42
14294,India,Sorghum,2012,9568,1083,52980.0,26.21,42
14295,India,Sorghum,2012,9568,1083,52980.0,24.37,42
14296,India,Sorghum,2012,9568,1083,52980.0,26.04,42
14297,India,Sorghum,2012,9568,1083,52980.0,25.82,42
14298,India,Sorghum,2012,9568,1083,52980.0,25.89,42
14299,India,Sorghum,2012,9568,1083,52980.0,26.94,42
14300,India,Sorghum,2012,9568,1083,52980.0,28.02,42
14301,India,Sorghum,2012,9568,1083,52980.0,25.39,42
14302,India,Sorghum,2012,9568,1083,52980.0,25.88,42
14303,India,Sorghum,2012,9568,1083,52980.0,25.45,42
14304,India,Sorghum,2012,9568,1083,52980.0,24.37,42
14305,India,Sorghum,2012,9568,1083,52980.0,26.33,42
14306,India,Sorghum,2012,9568,1083,52980.0,25.89,42
14307,India,Sorghum,2012,9568,1083,52980.0,25.98,42
14308,India,Sorghum,2012,9568,1083,52980.0,25.3,42
14309,India,Sorghum,2012,9568,1083,52980.0,26.65,42
14310,India,Sorghum,2012,9568,1083,52980.0,25.09,42
14311,India,Sorghum,2012,9568,1083,52980.0,26.89,42
14312,India,Sorghum,2012,9568,1083,52980.0,26.89,42
14313,India,Sorghum,2012,9568,1083,52980.0,26.09,42
14314,India,Soybeans,2012,13530,1083,52980.0,25.86,42
14315,India,Soybeans,2012,13530,1083,52980.0,27.03,42
14316,India,Soybeans,2012,13530,1083,52980.0,26.21,42
14317,India,Soybeans,2012,13530,1083,52980.0,24.37,42
14318,India,Soybeans,2012,13530,1083,52980.0,26.04,42
14319,India,Soybeans,2012,13530,1083,52980.0,25.82,42
14320,India,Soybeans,2012,13530,1083,52980.0,25.89,42
14321,India,Soybeans,2012,13530,1083,52980.0,26.94,42
14322,India,Soybeans,2012,13530,1083,52980.0,28.02,42
14323,India,Soybeans,2012,13530,1083,52980.0,25.39,42
14324,India,Soybeans,2012,13530,1083,52980.0,25.88,42
14325,India,Soybeans,2012,13530,1083,52980.0,25.45,42
14326,India,Soybeans,2012,13530,1083,52980.0,24.37,42
14327,India,Soybeans,2012,13530,1083,52980.0,26.33,42
14328,India,Soybeans,2012,13530,1083,52980.0,25.89,42
14329,India,Soybeans,2012,13530,1083,52980.0,25.98,42
14330,India,Soybeans,2012,13530,1083,52980.0,25.3,42
14331,India,Soybeans,2012,13530,1083,52980.0,26.65,42
14332,India,Soybeans,2012,13530,1083,52980.0,25.09,42
14333,India,Soybeans,2012,13530,1083,52980.0,26.89,42
14334,India,Soybeans,2012,13530,1083,52980.0,26.89,42
14335,India,Soybeans,2012,13530,1083,52980.0,26.09,42
14336,India,Sweet potatoes,2012,97174,1083,52980.0,25.86,42
14337,India,Sweet potatoes,2012,97174,1083,52980.0,27.03,42
14338,India,Sweet potatoes,2012,97174,1083,52980.0,26.21,42
14339,India,Sweet potatoes,2012,97174,1083,52980.0,24.37,42
14340,India,Sweet potatoes,2012,97174,1083,52980.0,26.04,42
14341,India,Sweet potatoes,2012,97174,1083,52980.0,25.82,42
14342,India,Sweet potatoes,2012,97174,1083,52980.0,25.89,42
14343,India,Sweet potatoes,2012,97174,1083,52980.0,26.94,42
14344,India,Sweet potatoes,2012,97174,1083,52980.0,28.02,42
14345,India,Sweet potatoes,2012,97174,1083,52980.0,25.39,42
14346,India,Sweet potatoes,2012,97174,1083,52980.0,25.88,42
14347,India,Sweet potatoes,2012,97174,1083,52980.0,25.45,42
14348,India,Sweet potatoes,2012,97174,1083,52980.0,24.37,42
14349,India,Sweet potatoes,2012,97174,1083,52980.0,26.33,42
14350,India,Sweet potatoes,2012,97174,1083,52980.0,25.89,42
14351,India,Sweet potatoes,2012,97174,1083,52980.0,25.98,42
14352,India,Sweet potatoes,2012,97174,1083,52980.0,25.3,42
14353,India,Sweet potatoes,2012,97174,1083,52980.0,26.65,42
14354,India,Sweet potatoes,2012,97174,1083,52980.0,25.09,42
14355,India,Sweet potatoes,2012,97174,1083,52980.0,26.89,42
14356,India,Sweet potatoes,2012,97174,1083,52980.0,26.89,42
14357,India,Sweet potatoes,2012,97174,1083,52980.0,26.09,42
14358,India,Wheat,2012,31775,1083,52980.0,25.86,42
14359,India,Wheat,2012,31775,1083,52980.0,27.03,42
14360,India,Wheat,2012,31775,1083,52980.0,26.21,42
14361,India,Wheat,2012,31775,1083,52980.0,24.37,42
14362,India,Wheat,2012,31775,1083,52980.0,26.04,42
14363,India,Wheat,2012,31775,1083,52980.0,25.82,42
14364,India,Wheat,2012,31775,1083,52980.0,25.89,42
14365,India,Wheat,2012,31775,1083,52980.0,26.94,42
14366,India,Wheat,2012,31775,1083,52980.0,28.02,42
14367,India,Wheat,2012,31775,1083,52980.0,25.39,42
14368,India,Wheat,2012,31775,1083,52980.0,25.88,42
14369,India,Wheat,2012,31775,1083,52980.0,25.45,42
14370,India,Wheat,2012,31775,1083,52980.0,24.37,42
14371,India,Wheat,2012,31775,1083,52980.0,26.33,42
14372,India,Wheat,2012,31775,1083,52980.0,25.89,42
14373,India,Wheat,2012,31775,1083,52980.0,25.98,42
14374,India,Wheat,2012,31775,1083,52980.0,25.3,42
14375,India,Wheat,2012,31775,1083,52980.0,26.65,42
14376,India,Wheat,2012,31775,1083,52980.0,25.09,42
14377,India,Wheat,2012,31775,1083,52980.0,26.89,42
14378,India,Wheat,2012,31775,1083,52980.0,26.89,42
14379,India,Wheat,2012,31775,1083,52980.0,26.09,42
14380,India,Cassava,2013,349594,1083,45620.0,26.69,42
14381,India,Cassava,2013,349594,1083,45620.0,27.61,42
14382,India,Cassava,2013,349594,1083,45620.0,27.1,42
14383,India,Cassava,2013,349594,1083,45620.0,25.44,42
14384,India,Cassava,2013,349594,1083,45620.0,26.61,42
14385,India,Cassava,2013,349594,1083,45620.0,26.37,42
14386,India,Cassava,2013,349594,1083,45620.0,26.71,42
14387,India,Cassava,2013,349594,1083,45620.0,27.37,42
14388,India,Cassava,2013,349594,1083,45620.0,28.85,42
14389,India,Cassava,2013,349594,1083,45620.0,25.94,42
14390,India,Cassava,2013,349594,1083,45620.0,26.84,42
14391,India,Cassava,2013,349594,1083,45620.0,26.12,42
14392,India,Cassava,2013,349594,1083,45620.0,25.44,42
14393,India,Cassava,2013,349594,1083,45620.0,27.11,42
14394,India,Cassava,2013,349594,1083,45620.0,26.71,42
14395,India,Cassava,2013,349594,1083,45620.0,26.79,42
14396,India,Cassava,2013,349594,1083,45620.0,25.85,42
14397,India,Cassava,2013,349594,1083,45620.0,27.14,42
14398,India,Cassava,2013,349594,1083,45620.0,25.98,42
14399,India,Cassava,2013,349594,1083,45620.0,27.44,42
14400,India,Cassava,2013,349594,1083,45620.0,27.44,42
14401,India,Cassava,2013,349594,1083,45620.0,26.99,42
14402,India,Maize,2013,25726,1083,45620.0,26.69,42
14403,India,Maize,2013,25726,1083,45620.0,27.61,42
14404,India,Maize,2013,25726,1083,45620.0,27.1,42
14405,India,Maize,2013,25726,1083,45620.0,25.44,42
14406,India,Maize,2013,25726,1083,45620.0,26.61,42
14407,India,Maize,2013,25726,1083,45620.0,26.37,42
14408,India,Maize,2013,25726,1083,45620.0,26.71,42
14409,India,Maize,2013,25726,1083,45620.0,27.37,42
14410,India,Maize,2013,25726,1083,45620.0,28.85,42
14411,India,Maize,2013,25726,1083,45620.0,25.94,42
14412,India,Maize,2013,25726,1083,45620.0,26.84,42
14413,India,Maize,2013,25726,1083,45620.0,26.12,42
14414,India,Maize,2013,25726,1083,45620.0,25.44,42
14415,India,Maize,2013,25726,1083,45620.0,27.11,42
14416,India,Maize,2013,25726,1083,45620.0,26.71,42
14417,India,Maize,2013,25726,1083,45620.0,26.79,42
14418,India,Maize,2013,25726,1083,45620.0,25.85,42
14419,India,Maize,2013,25726,1083,45620.0,27.14,42
14420,India,Maize,2013,25726,1083,45620.0,25.98,42
14421,India,Maize,2013,25726,1083,45620.0,27.44,42
14422,India,Maize,2013,25726,1083,45620.0,27.44,42
14423,India,Maize,2013,25726,1083,45620.0,26.99,42
14424,India,Potatoes,2013,227606,1083,45620.0,26.69,42
14425,India,Potatoes,2013,227606,1083,45620.0,27.61,42
14426,India,Potatoes,2013,227606,1083,45620.0,27.1,42
14427,India,Potatoes,2013,227606,1083,45620.0,25.44,42
14428,India,Potatoes,2013,227606,1083,45620.0,26.61,42
14429,India,Potatoes,2013,227606,1083,45620.0,26.37,42
14430,India,Potatoes,2013,227606,1083,45620.0,26.71,42
14431,India,Potatoes,2013,227606,1083,45620.0,27.37,42
14432,India,Potatoes,2013,227606,1083,45620.0,28.85,42
14433,India,Potatoes,2013,227606,1083,45620.0,25.94,42
14434,India,Potatoes,2013,227606,1083,45620.0,26.84,42
14435,India,Potatoes,2013,227606,1083,45620.0,26.12,42
14436,India,Potatoes,2013,227606,1083,45620.0,25.44,42
14437,India,Potatoes,2013,227606,1083,45620.0,27.11,42
14438,India,Potatoes,2013,227606,1083,45620.0,26.71,42
14439,India,Potatoes,2013,227606,1083,45620.0,26.79,42
14440,India,Potatoes,2013,227606,1083,45620.0,25.85,42
14441,India,Potatoes,2013,227606,1083,45620.0,27.14,42
14442,India,Potatoes,2013,227606,1083,45620.0,25.98,42
14443,India,Potatoes,2013,227606,1083,45620.0,27.44,42
14444,India,Potatoes,2013,227606,1083,45620.0,27.44,42
14445,India,Potatoes,2013,227606,1083,45620.0,26.99,42
14446,India,RicePaddy,2013,36070,1083,45620.0,26.69,42
14447,India,RicePaddy,2013,36070,1083,45620.0,27.61,42
14448,India,RicePaddy,2013,36070,1083,45620.0,27.1,42
14449,India,RicePaddy,2013,36070,1083,45620.0,25.44,42
14450,India,RicePaddy,2013,36070,1083,45620.0,26.61,42
14451,India,RicePaddy,2013,36070,1083,45620.0,26.37,42
14452,India,RicePaddy,2013,36070,1083,45620.0,26.71,42
14453,India,RicePaddy,2013,36070,1083,45620.0,27.37,42
14454,India,RicePaddy,2013,36070,1083,45620.0,28.85,42
14455,India,RicePaddy,2013,36070,1083,45620.0,25.94,42
14456,India,RicePaddy,2013,36070,1083,45620.0,26.84,42
14457,India,RicePaddy,2013,36070,1083,45620.0,26.12,42
14458,India,RicePaddy,2013,36070,1083,45620.0,25.44,42
14459,India,RicePaddy,2013,36070,1083,45620.0,27.11,42
14460,India,RicePaddy,2013,36070,1083,45620.0,26.71,42
14461,India,RicePaddy,2013,36070,1083,45620.0,26.79,42
14462,India,RicePaddy,2013,36070,1083,45620.0,25.85,42
14463,India,RicePaddy,2013,36070,1083,45620.0,27.14,42
14464,India,RicePaddy,2013,36070,1083,45620.0,25.98,42
14465,India,RicePaddy,2013,36070,1083,45620.0,27.44,42
14466,India,RicePaddy,2013,36070,1083,45620.0,27.44,42
14467,India,RicePaddy,2013,36070,1083,45620.0,26.99,42
14468,India,Sorghum,2013,8502,1083,45620.0,26.69,42
14469,India,Sorghum,2013,8502,1083,45620.0,27.61,42
14470,India,Sorghum,2013,8502,1083,45620.0,27.1,42
14471,India,Sorghum,2013,8502,1083,45620.0,25.44,42
14472,India,Sorghum,2013,8502,1083,45620.0,26.61,42
14473,India,Sorghum,2013,8502,1083,45620.0,26.37,42
14474,India,Sorghum,2013,8502,1083,45620.0,26.71,42
14475,India,Sorghum,2013,8502,1083,45620.0,27.37,42
14476,India,Sorghum,2013,8502,1083,45620.0,28.85,42
14477,India,Sorghum,2013,8502,1083,45620.0,25.94,42
14478,India,Sorghum,2013,8502,1083,45620.0,26.84,42
14479,India,Sorghum,2013,8502,1083,45620.0,26.12,42
14480,India,Sorghum,2013,8502,1083,45620.0,25.44,42
14481,India,Sorghum,2013,8502,1083,45620.0,27.11,42
14482,India,Sorghum,2013,8502,1083,45620.0,26.71,42
14483,India,Sorghum,2013,8502,1083,45620.0,26.79,42
14484,India,Sorghum,2013,8502,1083,45620.0,25.85,42
14485,India,Sorghum,2013,8502,1083,45620.0,27.14,42
14486,India,Sorghum,2013,8502,1083,45620.0,25.98,42
14487,India,Sorghum,2013,8502,1083,45620.0,27.44,42
14488,India,Sorghum,2013,8502,1083,45620.0,27.44,42
14489,India,Sorghum,2013,8502,1083,45620.0,26.99,42
14490,India,Soybeans,2013,10123,1083,45620.0,26.69,42
14491,India,Soybeans,2013,10123,1083,45620.0,27.61,42
14492,India,Soybeans,2013,10123,1083,45620.0,27.1,42
14493,India,Soybeans,2013,10123,1083,45620.0,25.44,42
14494,India,Soybeans,2013,10123,1083,45620.0,26.61,42
14495,India,Soybeans,2013,10123,1083,45620.0,26.37,42
14496,India,Soybeans,2013,10123,1083,45620.0,26.71,42
14497,India,Soybeans,2013,10123,1083,45620.0,27.37,42
14498,India,Soybeans,2013,10123,1083,45620.0,28.85,42
14499,India,Soybeans,2013,10123,1083,45620.0,25.94,42
14500,India,Soybeans,2013,10123,1083,45620.0,26.84,42
14501,India,Soybeans,2013,10123,1083,45620.0,26.12,42
14502,India,Soybeans,2013,10123,1083,45620.0,25.44,42
14503,India,Soybeans,2013,10123,1083,45620.0,27.11,42
14504,India,Soybeans,2013,10123,1083,45620.0,26.71,42
14505,India,Soybeans,2013,10123,1083,45620.0,26.79,42
14506,India,Soybeans,2013,10123,1083,45620.0,25.85,42
14507,India,Soybeans,2013,10123,1083,45620.0,27.14,42
14508,India,Soybeans,2013,10123,1083,45620.0,25.98,42
14509,India,Soybeans,2013,10123,1083,45620.0,27.44,42
14510,India,Soybeans,2013,10123,1083,45620.0,27.44,42
14511,India,Soybeans,2013,10123,1083,45620.0,26.99,42
14512,India,Sweet potatoes,2013,101288,1083,45620.0,26.69,42
14513,India,Sweet potatoes,2013,101288,1083,45620.0,27.61,42
14514,India,Sweet potatoes,2013,101288,1083,45620.0,27.1,42
14515,India,Sweet potatoes,2013,101288,1083,45620.0,25.44,42
14516,India,Sweet potatoes,2013,101288,1083,45620.0,26.61,42
14517,India,Sweet potatoes,2013,101288,1083,45620.0,26.37,42
14518,India,Sweet potatoes,2013,101288,1083,45620.0,26.71,42
14519,India,Sweet potatoes,2013,101288,1083,45620.0,27.37,42
14520,India,Sweet potatoes,2013,101288,1083,45620.0,28.85,42
14521,India,Sweet potatoes,2013,101288,1083,45620.0,25.94,42
14522,India,Sweet potatoes,2013,101288,1083,45620.0,26.84,42
14523,India,Sweet potatoes,2013,101288,1083,45620.0,26.12,42
14524,India,Sweet potatoes,2013,101288,1083,45620.0,25.44,42
14525,India,Sweet potatoes,2013,101288,1083,45620.0,27.11,42
14526,India,Sweet potatoes,2013,101288,1083,45620.0,26.71,42
14527,India,Sweet potatoes,2013,101288,1083,45620.0,26.79,42
14528,India,Sweet potatoes,2013,101288,1083,45620.0,25.85,42
14529,India,Sweet potatoes,2013,101288,1083,45620.0,27.14,42
14530,India,Sweet potatoes,2013,101288,1083,45620.0,25.98,42
14531,India,Sweet potatoes,2013,101288,1083,45620.0,27.44,42
14532,India,Sweet potatoes,2013,101288,1083,45620.0,27.44,42
14533,India,Sweet potatoes,2013,101288,1083,45620.0,26.99,42
14534,India,Wheat,2013,31538,1083,45620.0,26.69,42
14535,India,Wheat,2013,31538,1083,45620.0,27.61,42
14536,India,Wheat,2013,31538,1083,45620.0,27.1,42
14537,India,Wheat,2013,31538,1083,45620.0,25.44,42
14538,India,Wheat,2013,31538,1083,45620.0,26.61,42
14539,India,Wheat,2013,31538,1083,45620.0,26.37,42
14540,India,Wheat,2013,31538,1083,45620.0,26.71,42
14541,India,Wheat,2013,31538,1083,45620.0,27.37,42
14542,India,Wheat,2013,31538,1083,45620.0,28.85,42
14543,India,Wheat,2013,31538,1083,45620.0,25.94,42
14544,India,Wheat,2013,31538,1083,45620.0,26.84,42
14545,India,Wheat,2013,31538,1083,45620.0,26.12,42
14546,India,Wheat,2013,31538,1083,45620.0,25.44,42
14547,India,Wheat,2013,31538,1083,45620.0,27.11,42
14548,India,Wheat,2013,31538,1083,45620.0,26.71,42
14549,India,Wheat,2013,31538,1083,45620.0,26.79,42
14550,India,Wheat,2013,31538,1083,45620.0,25.85,42
14551,India,Wheat,2013,31538,1083,45620.0,27.14,42
14552,India,Wheat,2013,31538,1083,45620.0,25.98,42
14553,India,Wheat,2013,31538,1083,45620.0,27.44,42
14554,India,Wheat,2013,31538,1083,45620.0,27.44,42
14555,India,Wheat,2013,31538,1083,45620.0,26.99,42
14556,Indonesia,Cassava,1990,120691,2702,2432.0,25.37,43
14557,Indonesia,Cassava,1990,120691,2702,2432.0,27.05,43
14558,Indonesia,Cassava,1990,120691,2702,2432.0,27.11,43
14559,Indonesia,Cassava,1990,120691,2702,2432.0,27.18,43
14560,Indonesia,Cassava,1990,120691,2702,2432.0,26.79,43
14561,Indonesia,Cassava,1990,120691,2702,2432.0,27.47,43
14562,Indonesia,Maize,1990,21323,2702,2432.0,25.37,43
14563,Indonesia,Maize,1990,21323,2702,2432.0,27.05,43
14564,Indonesia,Maize,1990,21323,2702,2432.0,27.11,43
14565,Indonesia,Maize,1990,21323,2702,2432.0,27.18,43
14566,Indonesia,Maize,1990,21323,2702,2432.0,26.79,43
14567,Indonesia,Maize,1990,21323,2702,2432.0,27.47,43
14568,Indonesia,Potatoes,1990,141637,2702,2432.0,25.37,43
14569,Indonesia,Potatoes,1990,141637,2702,2432.0,27.05,43
14570,Indonesia,Potatoes,1990,141637,2702,2432.0,27.11,43
14571,Indonesia,Potatoes,1990,141637,2702,2432.0,27.18,43
14572,Indonesia,Potatoes,1990,141637,2702,2432.0,26.79,43
14573,Indonesia,Potatoes,1990,141637,2702,2432.0,27.47,43
14574,Indonesia,RicePaddy,1990,43018,2702,2432.0,25.37,43
14575,Indonesia,RicePaddy,1990,43018,2702,2432.0,27.05,43
14576,Indonesia,RicePaddy,1990,43018,2702,2432.0,27.11,43
14577,Indonesia,RicePaddy,1990,43018,2702,2432.0,27.18,43
14578,Indonesia,RicePaddy,1990,43018,2702,2432.0,26.79,43
14579,Indonesia,RicePaddy,1990,43018,2702,2432.0,27.47,43
14580,Indonesia,Soybeans,1990,11149,2702,2432.0,25.37,43
14581,Indonesia,Soybeans,1990,11149,2702,2432.0,27.05,43
14582,Indonesia,Soybeans,1990,11149,2702,2432.0,27.11,43
14583,Indonesia,Soybeans,1990,11149,2702,2432.0,27.18,43
14584,Indonesia,Soybeans,1990,11149,2702,2432.0,26.79,43
14585,Indonesia,Soybeans,1990,11149,2702,2432.0,27.47,43
14586,Indonesia,Sweet potatoes,1990,94450,2702,2432.0,25.37,43
14587,Indonesia,Sweet potatoes,1990,94450,2702,2432.0,27.05,43
14588,Indonesia,Sweet potatoes,1990,94450,2702,2432.0,27.11,43
14589,Indonesia,Sweet potatoes,1990,94450,2702,2432.0,27.18,43
14590,Indonesia,Sweet potatoes,1990,94450,2702,2432.0,26.79,43
14591,Indonesia,Sweet potatoes,1990,94450,2702,2432.0,27.47,43
14592,Indonesia,Cassava,1991,120946,2702,3259.0,25.27,43
14593,Indonesia,Cassava,1991,120946,2702,3259.0,27.04,43
14594,Indonesia,Cassava,1991,120946,2702,3259.0,26.92,43
14595,Indonesia,Cassava,1991,120946,2702,3259.0,27.05,43
14596,Indonesia,Cassava,1991,120946,2702,3259.0,26.61,43
14597,Indonesia,Cassava,1991,120946,2702,3259.0,27.21,43
14598,Indonesia,Maize,1991,21505,2702,3259.0,25.27,43
14599,Indonesia,Maize,1991,21505,2702,3259.0,27.04,43
14600,Indonesia,Maize,1991,21505,2702,3259.0,26.92,43
14601,Indonesia,Maize,1991,21505,2702,3259.0,27.05,43
14602,Indonesia,Maize,1991,21505,2702,3259.0,26.61,43
14603,Indonesia,Maize,1991,21505,2702,3259.0,27.21,43
14604,Indonesia,Potatoes,1991,132721,2702,3259.0,25.27,43
14605,Indonesia,Potatoes,1991,132721,2702,3259.0,27.04,43
14606,Indonesia,Potatoes,1991,132721,2702,3259.0,26.92,43
14607,Indonesia,Potatoes,1991,132721,2702,3259.0,27.05,43
14608,Indonesia,Potatoes,1991,132721,2702,3259.0,26.61,43
14609,Indonesia,Potatoes,1991,132721,2702,3259.0,27.21,43
14610,Indonesia,RicePaddy,1991,43465,2702,3259.0,25.27,43
14611,Indonesia,RicePaddy,1991,43465,2702,3259.0,27.04,43
14612,Indonesia,RicePaddy,1991,43465,2702,3259.0,26.92,43
14613,Indonesia,RicePaddy,1991,43465,2702,3259.0,27.05,43
14614,Indonesia,RicePaddy,1991,43465,2702,3259.0,26.61,43
14615,Indonesia,RicePaddy,1991,43465,2702,3259.0,27.21,43
14616,Indonesia,Soybeans,1991,11369,2702,3259.0,25.27,43
14617,Indonesia,Soybeans,1991,11369,2702,3259.0,27.04,43
14618,Indonesia,Soybeans,1991,11369,2702,3259.0,26.92,43
14619,Indonesia,Soybeans,1991,11369,2702,3259.0,27.05,43
14620,Indonesia,Soybeans,1991,11369,2702,3259.0,26.61,43
14621,Indonesia,Soybeans,1991,11369,2702,3259.0,27.21,43
14622,Indonesia,Sweet potatoes,1991,95150,2702,3259.0,25.27,43
14623,Indonesia,Sweet potatoes,1991,95150,2702,3259.0,27.04,43
14624,Indonesia,Sweet potatoes,1991,95150,2702,3259.0,26.92,43
14625,Indonesia,Sweet potatoes,1991,95150,2702,3259.0,27.05,43
14626,Indonesia,Sweet potatoes,1991,95150,2702,3259.0,26.61,43
14627,Indonesia,Sweet potatoes,1991,95150,2702,3259.0,27.21,43
14628,Indonesia,Cassava,1992,122220,2702,825.0,25.17,43
14629,Indonesia,Cassava,1992,122220,2702,825.0,26.96,43
14630,Indonesia,Cassava,1992,122220,2702,825.0,27.01,43
14631,Indonesia,Cassava,1992,122220,2702,825.0,27.2,43
14632,Indonesia,Cassava,1992,122220,2702,825.0,26.72,43
14633,Indonesia,Cassava,1992,122220,2702,825.0,27.4,43
14634,Indonesia,Maize,1992,22030,2702,825.0,25.17,43
14635,Indonesia,Maize,1992,22030,2702,825.0,26.96,43
14636,Indonesia,Maize,1992,22030,2702,825.0,27.01,43
14637,Indonesia,Maize,1992,22030,2702,825.0,27.2,43
14638,Indonesia,Maize,1992,22030,2702,825.0,26.72,43
14639,Indonesia,Maize,1992,22030,2702,825.0,27.4,43
14640,Indonesia,Potatoes,1992,143819,2702,825.0,25.17,43
14641,Indonesia,Potatoes,1992,143819,2702,825.0,26.96,43
14642,Indonesia,Potatoes,1992,143819,2702,825.0,27.01,43
14643,Indonesia,Potatoes,1992,143819,2702,825.0,27.2,43
14644,Indonesia,Potatoes,1992,143819,2702,825.0,26.72,43
14645,Indonesia,Potatoes,1992,143819,2702,825.0,27.4,43
14646,Indonesia,RicePaddy,1992,43446,2702,825.0,25.17,43
14647,Indonesia,RicePaddy,1992,43446,2702,825.0,26.96,43
14648,Indonesia,RicePaddy,1992,43446,2702,825.0,27.01,43
14649,Indonesia,RicePaddy,1992,43446,2702,825.0,27.2,43
14650,Indonesia,RicePaddy,1992,43446,2702,825.0,26.72,43
14651,Indonesia,RicePaddy,1992,43446,2702,825.0,27.4,43
14652,Indonesia,Soybeans,1992,11230,2702,825.0,25.17,43
14653,Indonesia,Soybeans,1992,11230,2702,825.0,26.96,43
14654,Indonesia,Soybeans,1992,11230,2702,825.0,27.01,43
14655,Indonesia,Soybeans,1992,11230,2702,825.0,27.2,43
14656,Indonesia,Soybeans,1992,11230,2702,825.0,26.72,43
14657,Indonesia,Soybeans,1992,11230,2702,825.0,27.4,43
14658,Indonesia,Sweet potatoes,1992,94481,2702,825.0,25.17,43
14659,Indonesia,Sweet potatoes,1992,94481,2702,825.0,26.96,43
14660,Indonesia,Sweet potatoes,1992,94481,2702,825.0,27.01,43
14661,Indonesia,Sweet potatoes,1992,94481,2702,825.0,27.2,43
14662,Indonesia,Sweet potatoes,1992,94481,2702,825.0,26.72,43
14663,Indonesia,Sweet potatoes,1992,94481,2702,825.0,27.4,43
14664,Indonesia,Cassava,1993,123323,2702,1597.0,25.46,43
14665,Indonesia,Cassava,1993,123323,2702,1597.0,27.04,43
14666,Indonesia,Cassava,1993,123323,2702,1597.0,26.9,43
14667,Indonesia,Cassava,1993,123323,2702,1597.0,27.21,43
14668,Indonesia,Cassava,1993,123323,2702,1597.0,26.88,43
14669,Indonesia,Cassava,1993,123323,2702,1597.0,27.51,43
14670,Indonesia,Maize,1993,21975,2702,1597.0,25.46,43
14671,Indonesia,Maize,1993,21975,2702,1597.0,27.04,43
14672,Indonesia,Maize,1993,21975,2702,1597.0,26.9,43
14673,Indonesia,Maize,1993,21975,2702,1597.0,27.21,43
14674,Indonesia,Maize,1993,21975,2702,1597.0,26.88,43
14675,Indonesia,Maize,1993,21975,2702,1597.0,27.51,43
14676,Indonesia,Potatoes,1993,158338,2702,1597.0,25.46,43
14677,Indonesia,Potatoes,1993,158338,2702,1597.0,27.04,43
14678,Indonesia,Potatoes,1993,158338,2702,1597.0,26.9,43
14679,Indonesia,Potatoes,1993,158338,2702,1597.0,27.21,43
14680,Indonesia,Potatoes,1993,158338,2702,1597.0,26.88,43
14681,Indonesia,Potatoes,1993,158338,2702,1597.0,27.51,43
14682,Indonesia,RicePaddy,1993,43750,2702,1597.0,25.46,43
14683,Indonesia,RicePaddy,1993,43750,2702,1597.0,27.04,43
14684,Indonesia,RicePaddy,1993,43750,2702,1597.0,26.9,43
14685,Indonesia,RicePaddy,1993,43750,2702,1597.0,27.21,43
14686,Indonesia,RicePaddy,1993,43750,2702,1597.0,26.88,43
14687,Indonesia,RicePaddy,1993,43750,2702,1597.0,27.51,43
14688,Indonesia,Soybeans,1993,11621,2702,1597.0,25.46,43
14689,Indonesia,Soybeans,1993,11621,2702,1597.0,27.04,43
14690,Indonesia,Soybeans,1993,11621,2702,1597.0,26.9,43
14691,Indonesia,Soybeans,1993,11621,2702,1597.0,27.21,43
14692,Indonesia,Soybeans,1993,11621,2702,1597.0,26.88,43
14693,Indonesia,Soybeans,1993,11621,2702,1597.0,27.51,43
14694,Indonesia,Sweet potatoes,1993,93183,2702,1597.0,25.46,43
14695,Indonesia,Sweet potatoes,1993,93183,2702,1597.0,27.04,43
14696,Indonesia,Sweet potatoes,1993,93183,2702,1597.0,26.9,43
14697,Indonesia,Sweet potatoes,1993,93183,2702,1597.0,27.21,43
14698,Indonesia,Sweet potatoes,1993,93183,2702,1597.0,26.88,43
14699,Indonesia,Sweet potatoes,1993,93183,2702,1597.0,27.51,43
14700,Indonesia,Cassava,1994,115946,2702,1597.0,25.21,43
14701,Indonesia,Cassava,1994,115946,2702,1597.0,27.12,43
14702,Indonesia,Cassava,1994,115946,2702,1597.0,26.97,43
14703,Indonesia,Cassava,1994,115946,2702,1597.0,27.34,43
14704,Indonesia,Cassava,1994,115946,2702,1597.0,26.56,43
14705,Indonesia,Cassava,1994,115946,2702,1597.0,27.18,43
14706,Indonesia,Maize,1994,22091,2702,1597.0,25.21,43
14707,Indonesia,Maize,1994,22091,2702,1597.0,27.12,43
14708,Indonesia,Maize,1994,22091,2702,1597.0,26.97,43
14709,Indonesia,Maize,1994,22091,2702,1597.0,27.34,43
14710,Indonesia,Maize,1994,22091,2702,1597.0,26.56,43
14711,Indonesia,Maize,1994,22091,2702,1597.0,27.18,43
14712,Indonesia,Potatoes,1994,156474,2702,1597.0,25.21,43
14713,Indonesia,Potatoes,1994,156474,2702,1597.0,27.12,43
14714,Indonesia,Potatoes,1994,156474,2702,1597.0,26.97,43
14715,Indonesia,Potatoes,1994,156474,2702,1597.0,27.34,43
14716,Indonesia,Potatoes,1994,156474,2702,1597.0,26.56,43
14717,Indonesia,Potatoes,1994,156474,2702,1597.0,27.18,43
